id,title,type,genres,averageRating,numVotes,releaseYear
tt0408306,Munich,movie,"Action, Drama, History",7.5,243125,2005
tt0311113,"Master and Commander: The Far Side of the World",movie,"Action, Adventure, Drama",7.5,242341,2003
tt5083738,"The Favourite",movie,"Biography, Comedy, Drama",7.5,242135,2018
tt0117665,Sleepers,movie,"Crime, Drama, Thriller",7.5,241502,1996
tt0373469,"Kiss Kiss Bang Bang",movie,"Comedy, Crime, Mystery",7.5,240105,2005
tt0420223,"Stranger Than Fiction",movie,"Comedy, Drama, Fantasy",7.5,238503,2006
tt0427944,"Thank You for Smoking",movie,"Comedy, Drama",7.5,230787,2005
tt2364582,"Agents of S.H.I.E.L.D.",tvSeries,"Action, Adventure, Drama",7.5,228309,2013
tt12037194,"Furiosa: A Mad Max Saga",movie,"Action, Adventure, Sci-Fi",7.5,225737,2024
tt0097958,"National Lampoon's Christmas Vacation",movie,Comedy,7.5,223273,1989
tt10160804,Hawkeye,tvMiniSeries,"Action, Adventure, Crime",7.5,221789,2021
tt0099810,"The Hunt for Red October",movie,"Action, Adventure, Thriller",7.5,219020,1990
tt9620292,"Promising Young Woman",movie,"Crime, Drama, Mystery",7.5,218348,2020
tt0109506,"The Crow",movie,"Action, Crime, Drama",7.5,216630,1994
tt6499752,Upgrade,movie,"Action, Sci-Fi, Thriller",7.5,215325,2018
tt0375063,Sideways,movie,"Comedy, Drama, Romance",7.5,207881,2004
tt0397442,"Gossip Girl",tvSeries,"Drama, Romance",7.5,199682,2007
tt1465522,"Tucker and Dale vs Evil",movie,"Comedy, Horror",7.5,197876,2010
tt0096754,"The Abyss",movie,"Adventure, Drama, Mystery",7.5,197855,1989
tt0266308,"Battle Royale",movie,"Action, Adventure, Drama",7.5,197416,2000
tt0443680,"The Assassination of Jesse James by the Coward Robert Ford",movie,"Biography, Crime, Drama",7.5,195587,2007
tt0462322,Grindhouse,movie,"Action, Horror, Thriller",7.5,192711,2007
tt0110322,"Legends of the Fall",movie,"Drama, Romance, War",7.5,187433,1994
tt0117913,"A Time to Kill",movie,"Crime, Drama, Thriller",7.5,186235,1996
tt1013753,Milk,movie,"Biography, Drama, History",7.5,181328,2008
tt4873118,"Guy Ritchie's the Covenant",movie,"Action, Drama, Thriller",7.5,177788,2023
tt7405458,"A Man Called Otto",movie,"Comedy, Drama",7.5,177737,2022
tt2140373,"Saving Mr. Banks",movie,"Biography, Comedy, Drama",7.5,171579,2013
tt1242460,"We Need to Talk About Kevin",movie,"Drama, Mystery, Thriller",7.5,171461,2011
tt0086465,"Trading Places",movie,Comedy,7.5,169452,1983
tt0032910,Pinocchio,movie,"Adventure, Animation, Comedy",7.5,163282,1940
tt0095159,"A Fish Called Wanda",movie,"Comedy, Crime",7.5,156575,1988
tt2381111,Brooklyn,movie,"Drama, Romance",7.5,152606,2015
tt0312004,"Wallace & Gromit: The Curse of the Were-Rabbit",movie,"Adventure, Animation, Comedy",7.5,148735,2005
tt13016388,"3 Body Problem",tvSeries,"Adventure, Drama, Fantasy",7.5,147565,2024
tt5462602,"The Big Sick",movie,"Comedy, Drama, Romance",7.5,145508,2017
tt3316960,"Still Alice",movie,Drama,7.5,145236,2014
tt2531336,Lupin,tvSeries,"Action, Crime, Drama",7.5,144304,2021
tt0816442,"The Book Thief",movie,"Drama, War",7.5,143763,2013
tt0274558,"The Hours",movie,"Drama, Romance",7.5,142475,2002
tt9620288,"King Richard",movie,"Biography, Drama, Sport",7.5,142444,2021
tt0070608,"Robin Hood",movie,"Adventure, Animation, Comedy",7.5,141843,1973
tt0279600,Smallville,tvSeries,"Action, Adventure, Drama",7.5,141096,2001
tt0075005,"The Omen",movie,"Horror, Mystery",7.5,138756,1976
tt0120789,Pleasantville,movie,"Comedy, Drama, Fantasy",7.5,138083,1998
tt0113627,"Leaving Las Vegas",movie,"Drama, Romance",7.5,137659,1995
tt0918927,Doubt,movie,"Drama, Mystery",7.5,137586,2008
tt0361596,"Fahrenheit 9/11",movie,"Documentary, Drama, War",7.5,133098,2004
tt0097351,"Field of Dreams",movie,"Drama, Family, Fantasy",7.5,131697,1989
tt5164432,"Love, Simon",movie,"Comedy, Drama, Romance",7.5,128680,2018
tt0289992,"The Life of David Gale",movie,"Crime, Drama, Mystery",7.5,127918,2003
tt0085959,"The Meaning of Life",movie,"Comedy, Musical",7.5,126466,1983
tt0082010,"An American Werewolf in London",movie,"Comedy, Horror",7.5,125600,1981
tt13622776,Ahsoka,tvSeries,"Action, Adventure, Drama",7.5,123374,2023
tt14208870,"The Fabelmans",movie,Drama,7.5,122500,2022
tt8721424,"tick, tick... BOOM!",movie,"Biography, Comedy, Drama",7.5,122144,2021
tt1315981,"A Single Man",movie,"Crime, Drama, Romance",7.5,119148,2009
tt0404203,"Little Children",movie,"Drama, Romance",7.5,118221,2006
tt2403776,"Shadow and Bone",tvSeries,"Action, Adventure, Drama",7.5,118184,2021
tt13918776,"The Night Agent",tvSeries,"Action, Drama, Thriller",7.5,117528,2023
tt0385004,"House of Flying Daggers",movie,"Action, Adventure, Drama",7.5,117095,2004
tt0243133,"The Man Who Wasn't There",movie,"Crime, Drama",7.5,116531,2001
tt17526714,"The Substance",movie,"Drama, Horror",7.5,115059,2024
tt1043813,Titans,tvSeries,"Action, Adventure, Crime",7.5,114605,2018
tt0080120,"The Warriors",movie,"Action, Crime, Thriller",7.5,113283,1979
tt1386932,"Ip Man 2",movie,"Action, Biography, Drama",7.5,112482,2010
tt0056193,Lolita,movie,"Crime, Drama, Romance",7.5,110710,1962
tt1614989,Headhunters,movie,"Action, Crime, Thriller",7.5,108278,2011
tt0086979,"Blood Simple",movie,"Crime, Drama, Thriller",7.5,107616,1984
tt0103873,"Dead Alive",movie,"Comedy, Fantasy, Horror",7.5,105336,1992
tt0171804,"Boys Don't Cry",movie,"Biography, Crime, Drama",7.5,104866,1999
tt0112817,"Dead Man",movie,"Adventure, Comedy, Drama",7.5,104589,1995
tt0453562,42,movie,"Biography, Drama, Sport",7.5,104374,2013
tt0112818,"Dead Man Walking",movie,"Crime, Drama",7.5,103155,1995
tt23561236,"American Fiction",movie,"Comedy, Drama",7.5,100820,2023
tt3513548,"Richard Jewell",movie,"Biography, Crime, Drama",7.5,100306,2019
tt0383028,"Synecdoche, New York",movie,Drama,7.5,99938,2008
tt0165798,"Ghost Dog: The Way of the Samurai",movie,"Crime, Drama",7.5,98855,1999
tt0095631,"Midnight Run",movie,"Action, Comedy, Crime",7.5,97088,1988
tt0070917,"The Wicker Man",movie,"Horror, Mystery, Thriller",7.5,96809,1973
tt0107822,"The Piano",movie,"Drama, Music, Romance",7.5,96769,1993
tt8806524,"Star Trek: Picard",tvSeries,"Action, Adventure, Drama",7.5,96741,2020
tt1020072,Selma,movie,"Biography, Drama, History",7.5,96402,2014
tt0101889,"The Fisher King",movie,"Comedy, Drama, Fantasy",7.5,92497,1991
tt0450188,"La Vie En Rose",movie,"Biography, Drama, Music",7.5,91589,2007
tt0101700,Delicatessen,movie,"Comedy, Crime",7.5,91158,1991
tt0077928,"Midnight Express",movie,"Biography, Crime, Drama",7.5,89705,1978
tt0107808,"A Perfect World",movie,"Crime, Drama, Thriller",7.5,88795,1993
tt11823076,"Tiger King",tvSeries,"Biography, Crime, Documentary",7.5,88414,2020
tt0451094,"Lady Vengeance",movie,"Crime, Drama, Thriller",7.5,87688,2005
tt0119167,"Funny Games",movie,"Crime, Drama, Thriller",7.5,87489,1997
tt10293938,"Outer Banks",tvSeries,"Action, Crime, Drama",7.5,87173,2020
tt2334649,"Fruitvale Station",movie,"Biography, Crime, Drama",7.5,86800,2013
tt10813940,"Ginny & Georgia",tvSeries,"Comedy, Drama",7.5,86445,2021
tt4540710,"Miss Sloane",movie,Drama,7.5,84537,2016
tt3339966,"Unbreakable Kimmy Schmidt",tvSeries,Comedy,7.5,80122,2015
tt1433811,Disconnect,movie,"Crime, Drama, Mystery",7.5,78644,2012
tt0120324,"A Simple Plan",movie,"Crime, Drama, Thriller",7.5,77622,1998
tt9446688,"I Am Not Okay with This",tvSeries,"Comedy, Drama, Fantasy",7.5,76917,2020
tt0310775,"Sympathy for Mr. Vengeance",movie,"Crime, Drama, Thriller",7.5,76522,2002
tt0094947,"Dangerous Liaisons",movie,"Drama, Romance",7.5,76376,1988
tt0110932,"Quiz Show",movie,"Biography, Drama, History",7.5,74330,1994
tt0986233,Hunger,movie,"Biography, Crime, Drama",7.5,74328,2008
tt0254686,"The Piano Teacher",movie,"Drama, Music",7.5,74001,2001
tt0315983,"House of Sand and Fog",movie,"Crime, Drama",7.5,73561,2003
tt0364517,"Love Me If You Dare",movie,"Comedy, Drama, Romance",7.5,72942,2003
tt8637428,"The Farewell",movie,"Comedy, Drama",7.5,72596,2019
tt0112682,"The City of Lost Children",movie,"Adventure, Drama, Fantasy",7.5,72539,1995
tt14169960,"All of Us Are Dead",tvSeries,"Action, Drama, Fantasy",7.5,71842,2022
tt0108002,Rudy,movie,"Biography, Drama, Sport",7.5,70377,1993
tt1436045,"13 Assassins",movie,"Action, Adventure, Drama",7.5,69454,2010
tt14039582,"Drive My Car",movie,Drama,7.5,69445,2021
tt0218839,"Best in Show",movie,Comedy,7.5,68126,2000
tt0105151,"The Player",movie,"Comedy, Crime, Drama",7.5,67135,1992
tt11655202,"Riders of Justice",movie,"Action, Comedy, Drama",7.5,66536,2020
tt6742252,"The Guilty",movie,"Crime, Drama, Thriller",7.5,65892,2018
tt0107554,"Menace II Society",movie,"Crime, Drama, Thriller",7.5,65781,1993
tt0983213,"5 Centimeters per Second",movie,"Animation, Drama, Family",7.5,65735,2007
tt4761112,"The Mauritanian",movie,"Biography, Crime, Drama",7.5,64857,2021
tt8291806,"Pain and Glory",movie,Drama,7.5,64319,2019
tt0095497,"The Last Temptation of Christ",movie,Drama,7.5,64316,1988
tt0427309,"The Great Debaters",movie,"Biography, Drama, Romance",7.5,63974,2007
tt0103939,Chaplin,movie,"Biography, Comedy, Drama",7.5,63219,1992
tt0327137,"Secondhand Lions",movie,"Comedy, Drama, Family",7.5,63137,2003
tt6543652,"Cold War",movie,"Drama, Music, Romance",7.5,62887,2018
tt0063462,"The Producers",movie,"Comedy, Music",7.5,61467,1967
tt0428803,"March of the Penguins",movie,"Documentary, Family",7.5,60596,2005
tt0349825,Miracle,movie,"Biography, Drama, History",7.5,60031,2004
tt0118375,"King of the Hill",tvSeries,"Animation, Comedy, Drama",7.5,59902,1997
tt0419677,"Dead Man's Shoes",movie,"Crime, Drama, Thriller",7.5,59710,2004
tt9426210,"Weathering with You",movie,"Animation, Drama, Fantasy",7.5,59340,2019
tt0362225,"Tell No One",movie,"Crime, Drama, Mystery",7.5,58753,2006
tt0172684,"Kuch Kuch Hota Hai",movie,"Comedy, Drama, Musical",7.5,58477,1998
tt3489184,Constantine,tvSeries,"Crime, Drama, Fantasy",7.5,56952,2014
tt0109045,"The Adventures of Priscilla, Queen of the Desert",movie,"Comedy, Music",7.5,56720,1994
tt0054953,"The Guns of Navarone",movie,"Action, Adventure, Drama",7.5,56602,1961
tt1410063,"The Flowers of War",movie,"Drama, History, Romance",7.5,56435,2011
tt0150662,"Show Me Love",movie,"Comedy, Drama, Romance",7.5,56167,1998
tt0095250,"The Big Blue",movie,"Adventure, Drama, Sport",7.5,56055,1988
tt0460989,"The Wind that Shakes the Barley",movie,"Drama, War",7.5,55664,2006
tt2710394,Reign,tvSeries,"Drama, History, Romance",7.5,55517,2013
tt2250192,"Sword Art Online",tvSeries,"Action, Adventure, Animation",7.5,55012,2012
tt0049223,"Forbidden Planet",movie,"Adventure, Sci-Fi",7.5,54440,1956
tt0084707,"Sophie's Choice",movie,"Drama, Romance",7.5,53985,1982
tt19500164,Nimona,movie,"Action, Adventure, Animation",7.5,53461,2023
tt0112913,"Fallen Angels",movie,"Comedy, Crime, Drama",7.5,53350,1995
tt0038109,Spellbound,movie,"Film-Noir, Mystery, Romance",7.5,53345,1945
tt6548228,"Castle Rock",tvSeries,"Drama, Fantasy, Horror",7.5,52885,2018
tt1276419,"A Royal Affair",movie,"Biography, Drama, History",7.5,51739,2012
tt1966604,"The Imposter",movie,"Biography, Crime, Documentary",7.5,51217,2012
tt0111512,"Drunken Master II",movie,"Action, Comedy",7.5,49648,1994
tt0094336,"Withnail and I",movie,"Comedy, Drama",7.5,49001,1987
tt0058182,"A Hard Day's Night",movie,"Comedy, Musical",7.5,48878,1964
tt15320362,"All the Light We Cannot See",tvMiniSeries,"Drama, History, War",7.5,48344,2023
tt0238936,Devdas,movie,"Drama, Musical, Romance",7.5,47960,2002
tt0095675,"Women on the Verge of a Nervous Breakdown",movie,"Comedy, Drama",7.5,47581,1988
tt0813547,"The Counterfeiters",movie,"Crime, Drama, History",7.5,47559,2007
tt0057193,"It's a Mad Mad Mad Mad World",movie,"Action, Adventure, Comedy",7.5,47122,1963
tt1226271,"The Damned United",movie,"Biography, Drama, Sport",7.5,46579,2009
tt0084649,"The Secret of NIMH",movie,"Adventure, Animation, Drama",7.5,46456,1982
tt0808357,"Lust, Caution",movie,"Drama, History, Romance",7.5,46244,2007
tt5435008,"Gilmore Girls: A Year in the Life",tvMiniSeries,"Comedy, Drama",7.5,46242,2016
tt4159076,"Dark Matter",tvSeries,"Adventure, Drama, Mystery",7.5,46151,2015
tt1663676,Awkward.,tvSeries,"Comedy, Drama, Romance",7.5,46125,2011
tt0054387,"The Time Machine",movie,"Adventure, Romance, Sci-Fi",7.5,45769,1960
tt11127680,"Boiling Point",movie,"Drama, Thriller",7.5,45120,2021
tt0298228,"Whale Rider",movie,"Drama, Family",7.5,44420,2002
tt0073582,"Deep Red",movie,"Horror, Mystery, Thriller",7.5,44177,1975
tt15732324,"OMG 2",movie,"Comedy, Drama",7.5,43930,2023
tt0456912,"A Bittersweet Life",movie,"Action, Crime, Drama",7.5,43758,2005
tt4998212,"The Ranch",tvSeries,"Comedy, Drama, Western",7.5,43366,2016
tt0089374,"Police Story",movie,"Action, Comedy, Crime",7.5,43261,1985
tt8108202,Stree,movie,"Comedy, Horror",7.5,43198,2018
tt4181172,Shooter,tvSeries,"Action, Drama",7.5,42974,2016
tt0084967,"The A-Team",tvSeries,"Action, Adventure, Crime",7.5,42802,1983
tt0097108,"The Cook, the Thief, His Wife & Her Lover",movie,"Crime, Drama",7.5,42674,1989
tt1519931,Haven,tvSeries,"Crime, Drama, Fantasy",7.5,42153,2010
tt0053502,"The Flintstones",tvSeries,"Adventure, Animation, Comedy",7.5,42057,1960
tt0079261,Hair,movie,"Comedy, Drama, Musical",7.5,41736,1979
tt0047034,Godzilla,movie,"Horror, Sci-Fi",7.5,41671,1954
tt9827854,Hollywood,tvMiniSeries,"Drama, History",7.5,41599,2020
tt7518786,'83,movie,"Biography, Drama, History",7.5,41396,2021
tt5580266,"The Hate U Give",movie,"Crime, Drama",7.5,41332,2018
tt14586350,"Love & Death",tvMiniSeries,"Biography, Crime, Drama",7.5,40847,2023
tt0076363,"The Many Adventures of Winnie the Pooh",movie,"Animation, Comedy, Family",7.5,40516,1977
tt3666024,"The Red Turtle",movie,"Animation, Drama, Family",7.5,39564,2016
tt6485666,Mersal,movie,"Action, Crime, Thriller",7.5,39175,2017
tt0070334,"The Long Goodbye",movie,"Comedy, Crime, Drama",7.5,39144,1973
tt0485601,"The Secret of Kells",movie,"Adventure, Animation, Family",7.5,38899,2009
tt0065988,"Little Big Man",movie,"Adventure, Comedy, Drama",7.5,38479,1970
tt0108211,Stalingrad,movie,"Drama, War",7.5,38367,1993
tt10166622,"The Dropout",tvMiniSeries,"Biography, Drama",7.5,38208,2022
tt1828327,"Last Man Standing",tvSeries,Comedy,7.5,38186,2011
tt0066473,"Tora! Tora! Tora!",movie,"Action, Drama, History",7.5,37935,1970
tt0165832,"Interstate 60",movie,"Adventure, Comedy, Drama",7.5,37689,2002
tt9806192,"I Lost My Body",movie,"Animation, Drama, Fantasy",7.5,37240,2019
tt1998372,"Under the Banner of Heaven",tvMiniSeries,"Crime, Drama, Mystery",7.5,37168,2022
tt0775489,"The Illusionist",movie,"Animation, Drama, Fantasy",7.5,36807,2010
tt1068646,"The Class",movie,Drama,7.5,36751,2008
tt8108274,"Tanhaji: The Unsung Warrior",movie,"Action, Biography, Drama",7.5,36537,2020
tt1259014,"Mesrine: Killer Instinct",movie,"Action, Biography, Crime",7.5,35643,2008
tt2211129,"The Mindy Project",tvSeries,Comedy,7.5,35367,2012
tt0449994,"Jodhaa Akbar",movie,"Action, Drama, History",7.5,35115,2008
tt0105950,"Beavis and Butt-Head",tvSeries,"Animation, Comedy, Music",7.5,34825,1993
tt0040525,"The Lady from Shanghai",movie,"Crime, Drama, Film-Noir",7.5,34481,1947
tt1127715,"Sin Nombre",movie,"Adventure, Crime, Drama",7.5,34315,2009
tt0995031,"Bhool Bhulaiyaa",movie,"Comedy, Horror, Mystery",7.5,34196,2007
tt1204340,Tyrannosaur,movie,Drama,7.5,34164,2011
tt2378281,"Instructions Not Included",movie,"Comedy, Drama",7.5,33138,2013
tt8652728,Waves,movie,"Drama, Romance, Sport",7.5,32834,2019
tt4229236,"Cobain: Montage of Heck",movie,"Animation, Biography, Documentary",7.5,32486,2015
tt0758742,"Death Note",movie,"Crime, Drama, Fantasy",7.5,32281,2006
tt0097499,"Henry V",movie,"Biography, Drama, History",7.5,32091,1989
tt0164538,"Dil Se..",movie,"Drama, Romance",7.5,31862,1998
tt0203230,"You Can Count on Me",movie,Drama,7.5,31818,2000
tt0066765,"Monty Python's and Now for Something Completely Different",movie,Comedy,7.5,31788,1971
tt8342862,"Evil Genius: The True Story of America's Most Diabolical Bank Heist",tvMiniSeries,"Crime, Documentary",7.5,31695,2018
tt0104466,"Husbands and Wives",movie,"Comedy, Drama, Romance",7.5,31681,1992
tt13651632,"Night Stalker: The Hunt for a Serial Killer",tvMiniSeries,"Crime, Documentary, Mystery",7.5,31435,2021
tt0097940,"Mystery Train",movie,"Comedy, Crime, Drama",7.5,31379,1989
tt0061619,"El Dorado",movie,"Drama, Romance, Western",7.5,31291,1966
tt0201391,Roswell,tvSeries,"Drama, Mystery, Romance",7.5,31076,1999
tt0082176,"Christiane F.",movie,"Biography, Drama",7.5,30820,1981
tt11777738,"A Hero",movie,Drama,7.5,30598,2021
tt9064858,Them,tvSeries,"Drama, Horror, Thriller",7.5,30405,2021
tt0060522,"How to Steal a Million",movie,"Comedy, Crime, Romance",7.5,30404,1966
tt5607714,"On Body and Soul",movie,"Drama, Fantasy, Mystery",7.5,30346,2017
tt0338135,"The Barbarian Invasions",movie,"Comedy, Crime, Drama",7.5,30288,2003
tt1560139,Boy,movie,"Comedy, Drama",7.5,30118,2010
tt1821700,"To Strike",movie,"Action, Crime, Drama",7.5,30036,2013
tt0760437,"Ben 10",tvSeries,"Action, Adventure, Animation",7.5,29937,2005
tt0080240,"Magnum, P.I.",tvSeries,"Action, Adventure, Crime",7.5,29695,1980
tt0070290,"The Last Detail",movie,"Comedy, Drama",7.5,29074,1973
tt0923811,"Evangelion: 1.0 You Are (Not) Alone",movie,"Action, Animation, Drama",7.5,28602,2007
tt3704050,Remember,movie,"Drama, Mystery, Thriller",7.5,28399,2015
tt13097932,"One Life",movie,"Biography, Drama, History",7.5,28278,2023
tt0037059,"Meet Me in St. Louis",movie,"Comedy, Drama, Family",7.5,28133,1944
tt0239195,Survivor,tvSeries,"Adventure, Game-Show, Reality-TV",7.5,27985,2000
tt13062500,"The Walking Dead: Daryl Dixon",tvSeries,"Drama, Horror",7.5,27923,2023
tt0071007,"Little House on the Prairie",tvSeries,"Drama, Family, Romance",7.5,27851,1974
tt2288064,"Witches of East End",tvSeries,"Drama, Fantasy, Horror",7.5,27732,2013
tt0098213,"Roger & Me",movie,Documentary,7.5,27717,1989
tt1595680,"Being Human",tvSeries,"Drama, Fantasy, Horror",7.5,27216,2011
tt0059968,Batman,tvSeries,"Action, Crime, Fantasy",7.5,27042,1966
tt2625030,"New World",movie,"Action, Crime, Drama",7.5,27000,2013
tt0073580,"The Passenger",movie,"Drama, Thriller",7.5,26903,1975
tt0123948,Cure,movie,"Crime, Horror, Mystery",7.5,26835,1997
tt6967980,"Seeking True Love",movie,"Comedy, Romance",7.5,26407,2017
tt0078875,"The Tin Drum",movie,"Drama, War",7.5,26368,1979
tt0099334,"Cyrano de Bergerac",movie,"Comedy, Drama, History",7.5,26363,1990
tt0758737,"Brothers & Sisters",tvSeries,Drama,7.5,25966,2006
tt4897822,"Where to Invade Next",movie,"Comedy, Documentary",7.5,25943,2015
tt1808223,"Losers' Club",movie,"Drama, Romance",7.5,25890,2011
tt15654262,Chup,movie,"Crime, Drama, Horror",7.5,25843,2022
tt1326972,"Red Cliff II",movie,"Action, Adventure, Drama",7.5,25680,2009
tt0110200,"Fist of Legend",movie,"Action, Drama",7.5,25432,1994
tt5715524,"Mayans M.C.",tvSeries,"Crime, Drama, Thriller",7.5,25391,2018
tt0101178,"The Ren & Stimpy Show",tvSeries,"Adventure, Animation, Comedy",7.5,25113,1991
tt7971476,"The Politician",tvSeries,"Comedy, Drama",7.5,24937,2019
tt0236027,"Flickering Lights",movie,"Action, Comedy, Crime",7.5,24690,2000
tt10009170,"Blood of Zeus",tvSeries,"Action, Adventure, Animation",7.5,24491,2020
tt2471640,"The Mountain",movie,"Adventure, Drama, Thriller",7.5,24151,2012
tt0098253,"Santa Sangre",movie,"Drama, Horror, Thriller",7.5,24072,1989
tt0108188,Sonatine,movie,"Action, Comedy, Crime",7.5,23827,1993
tt1758589,"Dash & Lily",tvSeries,"Comedy, Drama, Romance",7.5,23628,2020
tt0101829,Europa,movie,"Crime, Drama, Thriller",7.5,23550,1991
tt0346094,Distant,movie,Drama,7.5,23390,2002
tt0491747,"Away from Her",movie,Drama,7.5,23257,2006
tt1714204,Perception,tvSeries,"Crime, Drama, Mystery",7.5,23166,2012
tt0063759,"Hour of the Wolf",movie,"Drama, Horror, Mystery",7.5,23145,1968
tt2617828,"Free Fall",movie,"Drama, Romance",7.5,23085,2013
tt0110076,"Hum Aapke Hain Koun..!",movie,"Comedy, Drama, Musical",7.5,22960,1994
tt0892700,"The Penguins of Madagascar",tvSeries,"Action, Adventure, Animation",7.5,22957,2008
tt0059183,"The Flight of the Phoenix",movie,"Adventure, Drama",7.5,22808,1965
tt0039302,"Dark Passage",movie,"Film-Noir, Thriller",7.5,22651,1947
tt1434447,"Rocket Singh: Salesman of the Year",movie,"Comedy, Drama",7.5,22482,2009
tt0048261,"Kiss Me Deadly",movie,"Crime, Film-Noir, Mystery",7.5,22480,1955
tt0101081,Dinosaurs,tvSeries,"Comedy, Family, Fantasy",7.5,22348,1991
tt0479751,Sivaji,movie,"Action, Crime, Drama",7.5,22251,2007
tt0113799,Memories,movie,"Animation, Sci-Fi, Thriller",7.5,22249,1995
tt0433416,"The Namesake",movie,Drama,7.5,22060,2006
tt2621000,"Jolly LLB",movie,"Comedy, Crime, Drama",7.5,21804,2013
tt2258858,Wadjda,movie,"Comedy, Drama",7.5,21694,2012
tt5278506,Tickled,movie,"Crime, Documentary, Mystery",7.5,21575,2016
tt6752992,"Happy as Lazzaro",movie,"Drama, Fantasy, Mystery",7.5,21560,2018
tt22797582,"American Nightmare",tvMiniSeries,"Crime, Documentary, Mystery",7.5,21472,2024
tt3495030,"My Big Fat Bride",movie,"Comedy, Drama, Romance",7.5,21443,2015
tt2011971,"Monsieur Lazhar",movie,"Comedy, Drama",7.5,21326,2011
tt1280822,"Drop Dead Diva",tvSeries,"Comedy, Drama",7.5,21315,2009
tt15006566,"The Beasts",movie,"Drama, Thriller",7.5,21138,2022
tt0080549,"Coal Miner's Daughter",movie,"Biography, Drama, Music",7.5,20932,1980
tt2300923,"Go On",tvSeries,Comedy,7.5,20702,2012
tt0120263,"Songs from the Second Floor",movie,"Comedy, Drama",7.5,20651,2000
tt0016220,"The Phantom of the Opera",movie,Horror,7.5,20630,1925
tt0387412,"Metallica: Some Kind of Monster",movie,"Documentary, Music",7.5,20605,2004
tt0113677,"Living in Oblivion",movie,"Comedy, Drama",7.5,20572,1995
tt0126158,"He-Man and the Masters of the Universe",tvSeries,"Action, Adventure, Animation",7.5,20453,1983
tt1332134,"King of Devil's Island",movie,"Action, Drama",7.5,20224,2010
tt0032145,"Wuthering Heights",movie,"Drama, Romance",7.5,20176,1939
tt0047522,"A Star Is Born",movie,"Drama, Musical, Romance",7.5,19984,1954
tt0033717,"High Sierra",movie,"Action, Adventure, Drama",7.5,19777,1940
tt0495034,"Golmaal: Fun Unlimited",movie,"Action, Comedy, Drama",7.5,19724,2006
tt5924572,"Deadly Class",tvSeries,"Action, Adventure, Comedy",7.5,19646,2018
tt0059749,"The Spy Who Came in from the Cold",movie,"Drama, Thriller",7.5,19153,1965
tt2176165,Another,tvMiniSeries,"Animation, Drama, Fantasy",7.5,19127,2012
tt0398883,"The Consequences of Love",movie,"Crime, Drama, Romance",7.5,19113,2004
tt0845448,Dhamaal,movie,"Action, Adventure, Comedy",7.5,19047,2007
tt6980546,"Bharath Ane Nenu",movie,"Action, Drama, Thriller",7.5,18995,2018
tt15358446,"Dead Boy Detectives",tvSeries,"Action, Adventure, Comedy",7.5,18868,2024
tt7700730,October,movie,"Drama, Romance",7.5,18826,2018
tt10515526,Lootcase,movie,"Comedy, Crime",7.5,18821,2020
tt3029558,"Rurouni Kenshin Part II: Kyoto Inferno",movie,"Action, Adventure, Drama",7.5,18818,2014
tt1320082,"The Concert",movie,"Comedy, Drama, Music",7.5,18793,2009
tt0382330,"As It Is in Heaven",movie,"Comedy, Drama, Music",7.5,18464,2004
tt6964748,"Alex Rider",tvSeries,"Action, Adventure, Drama",7.5,18237,2020
tt1668200,"Sarah's Key",movie,"Drama, War",7.5,18094,2010
tt3560094,Stalker,tvSeries,"Crime, Drama, Thriller",7.5,18003,2014
tt7469726,"Shaadi Mein Zaroor Aana",movie,"Comedy, Drama, Romance",7.5,18002,2017
tt0071746,Lenny,movie,"Biography, Drama",7.5,17996,1974
tt1483797,Redline,movie,"Action, Animation, Sci-Fi",7.5,17948,2009
tt5497534,"Tokyo Ghoul: Root A",tvMiniSeries,"Action, Animation, Drama",7.5,17845,2015
tt0053318,"Suddenly, Last Summer",movie,"Drama, Mystery, Thriller",7.5,17811,1959
tt5029608,Frantz,movie,"Drama, History, Romance",7.5,17798,2016
tt0099776,"Europa Europa",movie,"Drama, History, War",7.5,17751,1990
tt0075596,"Three's Company",tvSeries,Comedy,7.5,17711,1976
tt0330229,Dolls,movie,"Drama, Romance",7.5,17509,2002
tt0108148,"Iron Monkey",movie,"Action, Crime, Drama",7.5,17463,1993
tt9569546,Halston,tvMiniSeries,"Biography, Drama",7.5,17434,2021
tt3756788,"Our Little Sister",movie,"Drama, Family",7.5,17415,2015
tt0115320,"The Pretender",tvSeries,"Action, Drama, Mystery",7.5,17386,1996
tt26733317,Jigra,movie,Action,7.5,17329,2024
tt10380768,"Love Life",tvSeries,"Comedy, Romance",7.5,17002,2020
tt0854678,"Taxi to the Dark Side",movie,"Crime, Documentary, History",7.5,16975,2007
tt0060934,"The Sand Pebbles",movie,"Adventure, Drama, Romance",7.5,16866,1966
tt1641247,"Life's Too Short",tvSeries,Comedy,7.5,16679,2011
tt5674718,"Cable Girls",tvSeries,"Drama, History",7.5,16590,2017
tt0046345,"Summer with Monika",movie,"Drama, Romance",7.5,16555,1953
tt0058213,"Hush...Hush, Sweet Charlotte",movie,"Crime, Drama, Mystery",7.5,16404,1964
tt1235841,Sidewalls,movie,"Comedy, Drama",7.5,16382,2011
tt2580046,"Miraculous: Tales of Ladybug & Cat Noir",tvSeries,"Action, Adventure, Animation",7.5,16343,2015
tt0098924,TaleSpin,tvSeries,"Action, Adventure, Animation",7.5,16268,1990
